MCCCD,MemberCardNumber,CreatedDate,SupportEmp,MemberCardRank,MemberCardPoints,MemberCardAcquiredRankDate
0000000599,MC54125,2015-09-24 00:00:00,01456,SILVER,37,2016-05-12 00:00:00
0000000601,MC21293,2019-10-03 00:00:00,00568,GOLD,4,2020-09-11 00:00:00
0000000605,MC12070,2019-02-06 00:00:00,01592,SILVER,74,2019-03-23 00:00:00
0000000606,MC17653,2017-03-04 00:00:00,03217,SILVER,56,2017-12-05 00:00:00
0000000607,MC20354,2020-02-24 00:00:00,04732,SILVER,55,2020-04-05 00:00:00
0000000608,MC81686,2016-08-10 00:00:00,00111,SILVER,11,2017-03-05 00:00:00
0000000609,MC63207,2020-01-17 00:00:00,01003,GOLD,40,2020-10-06 00:00:00
0000000610,MC73211,2018-08-28 00:00:00,03184,SILVER,43,2018-12-30 00:00:00
0000000613,MC10938,2018-08-04 00:00:00,02980,SILVER,86,2019-07-21 00:00:00
0000000614,MC83586,2023-09-11 00:00:00,02775,GOLD,65,2024-08-22 00:00:00
0000000621,MC48280,2019-05-16 00:00:00,04124,SILVER,70,2019-07-09 00:00:00
0000000622,MC83208,2023-04-21 00:00:00,00908,SILVER,50,2023-07-29 00:00:00
0000000623,MC88124,2020-01-13 00:00:00,01292,SILVER,67,2020-10-20 00:00:00
0000000624,MC58911,2016-03-24 00:00:00,02616,SILVER,62,2016-11-27 00:00:00
0000000625,MC55081,2023-11-20 00:00:00,03006,GOLD,81,2024-05-15 00:00:00
0000000626,MC39809,2015-08-06 00:00:00,04812,MEMBER,57,2015-12-10 00:00:00
0000000627,MC10425,2020-01-01 00:00:00,00157,GOLD,81,2020-02-04 00:00:00
0000000632,MC64397,2018-01-25 00:00:00,03390,MEMBER,19,2018-12-24 00:00:00
0000000634,MC12235,2019-01-27 00:00:00,03034,SILVER,1,2019-05-12 00:00:00
0000000635,MC24685,2017-08-03 00:00:00,00542,MEMBER,22,2017-11-15 00:00:00
0000000638,MC85029,2017-03-01 00:00:00,03655,GOLD,55,2017-06-26 00:00:00
0000000641,MC48660,2017-12-28 00:00:00,03199,MEMBER,52,2018-08-05 00:00:00
0000000642,MC81234,2016-09-14 00:00:00,04171,GOLD,41,2017-02-15 00:00:00
0000000643,MC32664,2023-09-05 00:00:00,02889,MEMBER,97,2024-02-18 00:00:00
0000000644,MC71988,2021-02-24 00:00:00,01672,GOLD,79,2022-01-09 00:00:00
0000000647,MC13337,2019-06-16 00:00:00,02258,SILVER,64,2019-10-25 00:00:00
0000000648,MC10776,2022-11-04 00:00:00,00745,MEMBER,67,2023-07-10 00:00:00
0000000649,MC15603,2015-04-08 00:00:00,00751,SILVER,51,2015-08-11 00:00:00
0000000650,MC45241,2022-06-07 00:00:00,04965,GOLD,32,2023-05-15 00:00:00
0000000652,MC80246,2018-03-23 00:00:00,02432,SILVER,2,2018-08-23 00:00:00
0000000653,MC84888,2018-03-22 00:00:00,03282,MEMBER,37,2019-02-23 00:00:00
0000000654,MC32443,2017-02-06 00:00:00,02515,GOLD,52,2017-07-05 00:00:00
0000000656,MC57427,2018-06-22 00:00:00,01345,MEMBER,78,2018-10-24 00:00:00
0000000658,MC66551,2018-09-15 00:00:00,01926,SILVER,83,2018-12-19 00:00:00
0000000665,MC56322,2018-06-30 00:00:00,04570,MEMBER,12,2018-11-17 00:00:00
0000000666,MC55201,2020-11-07 00:00:00,03742,SILVER,19,2021-05-23 00:00:00
0000000667,MC14442,2021-04-29 00:00:00,04342,SILVER,85,2021-11-30 00:00:00
0000000670,MC68978,2018-01-14 00:00:00,00777,SILVER,46,2018-11-14 00:00:00
0000000672,MC79234,2015-04-05 00:00:00,02194,SILVER,29,2016-01-28 00:00:00
0000000678,MC27477,2022-05-23 00:00:00,03097,SILVER,18,2023-03-22 00:00:00
0000000679,MC57004,2019-02-07 00:00:00,02732,MEMBER,44,2019-12-20 00:00:00
0000000680,MC74247,2023-05-08 00:00:00,01759,SILVER,11,2024-03-11 00:00:00
0000000681,MC90801,2017-02-16 00:00:00,00654,MEMBER,77,2017-11-07 00:00:00
0000000682,MC56970,2015-04-12 00:00:00,01548,SILVER,95,2015-11-20 00:00:00
0000000683,MC69980,2018-01-14 00:00:00,03657,SILVER,81,2018-06-27 00:00:00
0000000684,MC89745,2016-09-06 00:00:00,02523,SILVER,7,2017-04-17 00:00:00
0000000685,MC42766,2015-05-26 00:00:00,03031,GOLD,6,2015-08-29 00:00:00
0000000689,MC12451,2021-06-25 00:00:00,01374,GOLD,19,2021-11-02 00:00:00
0000000690,MC41413,2020-12-22 00:00:00,01366,GOLD,44,2021-10-11 00:00:00
0000000691,MC89828,2018-07-06 00:00:00,01178,GOLD,73,2019-05-22 00:00:00
0000000692,MC76529,2023-03-31 00:00:00,01549,SILVER,37,2023-06-13 00:00:00
0000000693,MC42772,2022-11-24 00:00:00,00319,SILVER,20,2023-02-27 00:00:00
0000000704,MC23340,2018-10-22 00:00:00,00662,SILVER,22,2019-01-12 00:00:00
0000000706,MC25400,2019-09-16 00:00:00,04513,MEMBER,39,2020-04-16 00:00:00
0000000707,MC76303,2016-04-20 00:00:00,01898,SILVER,27,2016-10-14 00:00:00
0000000712,MC61151,2017-03-15 00:00:00,02942,SILVER,71,2017-08-12 00:00:00
0000000713,MC11897,2015-03-26 00:00:00,02620,MEMBER,37,2015-09-09 00:00:00
0000000715,MC56143,2017-06-14 00:00:00,01901,SILVER,100,2018-03-02 00:00:00
0000000716,MC52643,2018-12-11 00:00:00,01429,SILVER,50,2019-02-07 00:00:00
0000000717,MC42567,2022-10-25 00:00:00,04950,MEMBER,18,2023-07-03 00:00:00
0000000720,MC74052,2016-09-09 00:00:00,01619,GOLD,56,2017-02-17 00:00:00
0000000721,MC48049,2017-03-25 00:00:00,00003,GOLD,86,2017-08-16 00:00:00
0000000722,MC23865,2019-12-16 00:00:00,01355,SILVER,55,2020-08-18 00:00:00
0000000725,MC97797,2015-01-22 00:00:00,00842,SILVER,2,2015-06-19 00:00:00
0000000726,MC51390,2016-10-20 00:00:00,00148,MEMBER,34,2017-06-12 00:00:00
0000000731,MC57469,2018-10-18 00:00:00,00995,GOLD,58,2019-04-11 00:00:00
0000000733,MC52383,2017-09-29 00:00:00,01418,GOLD,28,2018-01-31 00:00:00
0000000734,MC39439,2017-01-24 00:00:00,00563,SILVER,30,2017-03-03 00:00:00
0000000740,MC21195,2021-02-24 00:00:00,00315,SILVER,78,2021-09-18 00:00:00
0000000742,MC95280,2019-03-16 00:00:00,02981,SILVER,64,2019-10-11 00:00:00
0000000746,MC56639,2019-10-21 00:00:00,04731,SILVER,40,2020-03-13 00:00:00
0000000747,MC90011,2016-11-10 00:00:00,02933,MEMBER,19,2017-03-21 00:00:00
0000000753,MC90556,2018-03-03 00:00:00,00020,GOLD,59,2018-04-24 00:00:00
0000000755,MC82905,2019-12-19 00:00:00,02751,MEMBER,7,2020-06-23 00:00:00
0000000761,MC86990,2015-09-12 00:00:00,03750,SILVER,0,2016-04-21 00:00:00
0000000764,MC11468,2015-02-07 00:00:00,03203,MEMBER,88,2016-01-08 00:00:00
0000000766,MC89797,2016-02-22 00:00:00,03719,MEMBER,22,2017-01-01 00:00:00
0000000769,MC74689,2021-12-05 00:00:00,03004,GOLD,86,2022-03-19 00:00:00
0000000770,MC61526,2019-03-21 00:00:00,04648,MEMBER,36,2019-07-23 00:00:00
0000000771,MC87358,2021-04-17 00:00:00,03296,MEMBER,70,2021-11-14 00:00:00
0000000772,MC25771,2020-01-16 00:00:00,04205,MEMBER,92,2020-09-17 00:00:00
0000000773,MC26234,2019-12-11 00:00:00,00875,GOLD,69,2020-11-03 00:00:00
0000000775,MC41689,2020-11-05 00:00:00,00827,GOLD,2,2020-12-12 00:00:00
0000000777,MC86157,2016-08-27 00:00:00,04642,GOLD,76,2016-12-06 00:00:00
0000000780,MC28126,2020-07-21 00:00:00,02392,MEMBER,72,2021-06-14 00:00:00
0000000781,MC51566,2021-07-11 00:00:00,02135,GOLD,93,2021-09-27 00:00:00
0000000783,MC26798,2017-04-09 00:00:00,03930,SILVER,15,2017-06-20 00:00:00
0000000785,MC86415,2017-10-03 00:00:00,00451,GOLD,32,2018-02-22 00:00:00
0000000786,MC84252,2022-11-01 00:00:00,00688,GOLD,40,2023-06-20 00:00:00
0000000787,MC86488,2023-06-12 00:00:00,03193,SILVER,14,2024-05-08 00:00:00
0000000789,MC93583,2017-05-17 00:00:00,03523,GOLD,15,2017-07-14 00:00:00
0000000792,MC44582,2017-08-21 00:00:00,01748,SILVER,55,2018-06-28 00:00:00
0000000796,MC54956,2017-03-11 00:00:00,03067,MEMBER,12,2017-09-23 00:00:00
0000000803,MC75849,2020-09-20 00:00:00,00262,SILVER,13,2020-12-11 00:00:00
0000000805,MC19931,2021-08-06 00:00:00,01643,SILVER,89,2022-03-29 00:00:00
0000000806,MC46383,2022-06-16 00:00:00,01246,GOLD,75,2022-08-27 00:00:00
0000000807,MC20502,2016-11-21 00:00:00,01558,MEMBER,41,2017-02-22 00:00:00
0000000811,MC79467,2019-09-03 00:00:00,03944,MEMBER,50,2020-01-19 00:00:00
0000000813,MC48489,2019-11-17 00:00:00,00450,SILVER,6,2020-05-17 00:00:00
0000000814,MC76883,2021-05-29 00:00:00,02591,GOLD,72,2021-09-12 00:00:00
0000000815,MC45344,2018-05-20 00:00:00,03432,SILVER,1,2019-01-24 00:00:00
0000000818,MC18879,2019-02-25 00:00:00,01743,GOLD,17,2019-10-01 00:00:00
0000000819,MC25711,2023-06-12 00:00:00,01393,GOLD,82,2023-08-29 00:00:00
0000000822,MC46251,2017-09-22 00:00:00,04207,GOLD,40,2017-12-17 00:00:00
0000000823,MC74038,2016-03-20 00:00:00,00892,SILVER,68,2016-10-07 00:00:00
0000000824,MC58454,2018-08-11 00:00:00,01257,SILVER,18,2019-04-01 00:00:00
0000000825,MC85537,2022-02-17 00:00:00,03447,MEMBER,91,2022-11-29 00:00:00
0000000826,MC38596,2019-08-06 00:00:00,01217,MEMBER,22,2020-01-07 00:00:00
0000000827,MC22202,2018-09-13 00:00:00,02943,MEMBER,84,2019-02-14 00:00:00
0000000828,MC33675,2020-01-30 00:00:00,02277,SILVER,22,2020-08-14 00:00:00
0000000831,MC66942,2019-06-08 00:00:00,00989,GOLD,1,2019-07-25 00:00:00
0000000833,MC62881,2019-01-15 00:00:00,03699,SILVER,98,2019-10-06 00:00:00
0000000835,MC68051,2016-03-09 00:00:00,04657,MEMBER,48,2016-08-11 00:00:00
0000000837,MC72319,2020-02-11 00:00:00,02282,SILVER,32,2020-06-01 00:00:00
0000000841,MC45787,2018-12-13 00:00:00,03050,GOLD,5,2019-11-20 00:00:00
0000000842,MC79230,2020-10-28 00:00:00,03635,MEMBER,39,2020-12-24 00:00:00
0000000843,MC38073,2023-05-01 00:00:00,03841,MEMBER,1,2023-08-09 00:00:00
0000000844,MC60346,2022-09-26 00:00:00,03323,SILVER,44,2023-04-03 00:00:00
0000000847,MC82996,2020-12-26 00:00:00,01857,SILVER,17,2021-02-03 00:00:00
0000000851,MC29341,2016-10-07 00:00:00,01824,SILVER,97,2017-03-24 00:00:00
0000000853,MC42618,2021-01-07 00:00:00,04609,GOLD,25,2021-07-09 00:00:00
0000000855,MC86495,2016-08-13 00:00:00,00922,SILVER,75,2017-01-05 00:00:00
0000000857,MC35507,2015-01-23 00:00:00,03515,GOLD,56,2015-07-03 00:00:00
0000000859,MC24701,2017-10-03 00:00:00,01497,MEMBER,66,2018-07-28 00:00:00
0000000860,MC52801,2016-04-30 00:00:00,02688,MEMBER,48,2016-08-21 00:00:00
0000000862,MC66101,2017-01-18 00:00:00,00702,SILVER,75,2017-07-25 00:00:00
0000000865,MC16034,2022-03-24 00:00:00,01330,SILVER,21,2022-09-05 00:00:00
0000000867,MC16489,2019-08-13 00:00:00,03716,SILVER,20,2020-06-18 00:00:00
0000000870,MC51216,2022-06-21 00:00:00,00158,GOLD,61,2023-03-01 00:00:00
0000000872,MC24221,2022-05-21 00:00:00,01955,GOLD,58,2022-08-16 00:00:00
0000000873,MC25946,2015-11-06 00:00:00,04261,GOLD,87,2016-04-14 00:00:00
0000000875,MC75170,2019-09-06 00:00:00,03094,MEMBER,25,2019-10-25 00:00:00
0000000876,MC30360,2019-08-30 00:00:00,03749,MEMBER,38,2020-03-11 00:00:00
0000000878,MC70280,2016-09-25 00:00:00,03837,SILVER,33,2016-12-27 00:00:00
0000000879,MC58841,2020-06-08 00:00:00,02056,SILVER,66,2021-04-20 00:00:00
0000000880,MC44094,2019-01-26 00:00:00,04226,GOLD,80,2019-06-11 00:00:00
0000000881,MC65905,2015-02-12 00:00:00,03997,MEMBER,13,2015-12-21 00:00:00
0000000884,MC94266,2021-10-06 00:00:00,02713,MEMBER,83,2022-01-14 00:00:00
0000000885,MC92807,2016-01-05 00:00:00,03828,SILVER,54,2016-10-31 00:00:00
0000000890,MC61092,2016-08-26 00:00:00,02689,MEMBER,93,2016-12-04 00:00:00
0000000892,MC34578,2020-01-15 00:00:00,04353,GOLD,32,2020-05-02 00:00:00
0000000893,MC66234,2016-03-03 00:00:00,03239,MEMBER,28,2016-11-14 00:00:00
0000000894,MC97628,2015-08-30 00:00:00,01088,MEMBER,71,2016-04-10 00:00:00
0000000895,MC78526,2023-11-08 00:00:00,00499,GOLD,36,2024-11-06 00:00:00
0000000896,MC76359,2015-02-04 00:00:00,01170,MEMBER,29,2016-01-06 00:00:00
0000000898,MC16096,2021-10-23 00:00:00,01378,SILVER,86,2022-07-17 00:00:00
0000000899,MC69238,2021-09-09 00:00:00,04931,MEMBER,37,2022-03-21 00:00:00
0000000901,MC59735,2018-06-11 00:00:00,02109,GOLD,78,2018-10-24 00:00:00
0000000905,MC59637,2018-08-21 00:00:00,00470,GOLD,81,2018-11-09 00:00:00
0000000908,MC12163,2019-12-04 00:00:00,01234,MEMBER,57,2020-09-29 00:00:00
0000000910,MC85340,2019-04-26 00:00:00,01230,SILVER,24,2019-08-30 00:00:00
0000000913,MC74756,2020-05-02 00:00:00,04862,GOLD,18,2020-08-10 00:00:00
0000000915,MC40794,2021-12-02 00:00:00,03818,GOLD,26,2022-10-04 00:00:00
0000000916,MC51719,2018-06-14 00:00:00,02118,GOLD,49,2019-04-02 00:00:00
0000000917,MC77356,2020-07-01 00:00:00,03907,GOLD,95,2021-02-09 00:00:00
0000000921,MC30557,2019-03-03 00:00:00,02943,SILVER,36,2020-01-18 00:00:00
0000000922,MC35185,2015-10-19 00:00:00,04071,SILVER,33,2016-05-07 00:00:00
0000000923,MC27341,2020-03-10 00:00:00,04108,SILVER,55,2020-06-28 00:00:00
0000000924,MC88158,2016-08-01 00:00:00,04664,MEMBER,4,2017-07-22 00:00:00
0000000925,MC70027,2016-04-02 00:00:00,03687,SILVER,49,2016-12-06 00:00:00
0000000926,MC51462,2018-12-22 00:00:00,00612,SILVER,24,2019-10-07 00:00:00
0000000929,MC83160,2019-08-03 00:00:00,02387,MEMBER,96,2019-12-04 00:00:00
0000000932,MC16673,2018-05-08 00:00:00,02102,SILVER,69,2019-01-28 00:00:00
0000000933,MC41617,2023-12-21 00:00:00,00595,MEMBER,45,2024-07-05 00:00:00
0000000934,MC46548,2018-06-19 00:00:00,03894,MEMBER,80,2018-08-29 00:00:00
0000000936,MC32657,2016-09-02 00:00:00,02128,MEMBER,75,2016-11-13 00:00:00
0000000937,MC93299,2016-11-09 00:00:00,03365,SILVER,86,2017-05-18 00:00:00
0000000939,MC55531,2015-06-04 00:00:00,00728,GOLD,100,2016-04-28 00:00:00
0000000940,MC93015,2019-06-13 00:00:00,01976,MEMBER,95,2020-02-06 00:00:00
0000000941,MC62245,2022-11-15 00:00:00,02198,GOLD,64,2023-04-28 00:00:00
0000000943,MC23319,2017-02-15 00:00:00,00463,SILVER,67,2017-05-10 00:00:00
0000000944,MC83156,2019-09-30 00:00:00,02436,GOLD,7,2019-11-06 00:00:00
0000000948,MC23870,2017-10-20 00:00:00,00017,GOLD,90,2018-08-06 00:00:00
0000000949,MC34127,2022-04-09 00:00:00,00492,SILVER,64,2022-07-17 00:00:00
0000000951,MC55006,2022-12-12 00:00:00,04161,SILVER,49,2023-08-03 00:00:00
0000000952,MC48012,2023-12-23 00:00:00,01730,GOLD,88,2024-08-15 00:00:00
0000000954,MC37169,2021-04-01 00:00:00,04160,GOLD,55,2021-05-23 00:00:00
0000000955,MC53850,2023-03-31 00:00:00,00398,MEMBER,52,2023-05-06 00:00:00
0000000958,MC67668,2023-07-28 00:00:00,03466,GOLD,18,2023-10-28 00:00:00
0000000963,MC92696,2016-05-17 00:00:00,02439,MEMBER,88,2016-07-31 00:00:00
0000000964,MC15845,2022-11-12 00:00:00,02604,SILVER,58,2023-08-13 00:00:00
0000000965,MC92016,2020-06-05 00:00:00,04228,SILVER,7,2020-07-20 00:00:00
0000000967,MC43022,2017-06-28 00:00:00,03250,MEMBER,74,2017-12-31 00:00:00
0000000968,MC43539,2015-06-07 00:00:00,02486,MEMBER,72,2016-02-03 00:00:00
0000000971,MC79693,2019-06-28 00:00:00,02202,GOLD,21,2019-10-01 00:00:00
0000000974,MC97808,2015-04-23 00:00:00,01705,SILVER,48,2016-03-24 00:00:00
0000000977,MC41881,2022-03-06 00:00:00,03447,GOLD,13,2022-08-22 00:00:00
0000000978,MC62446,2022-09-17 00:00:00,04802,MEMBER,79,2023-08-05 00:00:00
0000000979,MC18089,2021-08-01 00:00:00,02127,GOLD,1,2022-07-16 00:00:00
0000000981,MC81975,2020-02-09 00:00:00,00167,SILVER,15,2021-01-14 00:00:00
0000000982,MC86495,2023-05-14 00:00:00,01088,SILVER,49,2023-09-20 00:00:00
0000000983,MC67773,2019-12-30 00:00:00,03167,SILVER,4,2020-12-27 00:00:00
0000000986,MC41029,2019-03-25 00:00:00,02133,MEMBER,41,2019-05-05 00:00:00
0000000988,MC71295,2015-07-03 00:00:00,00292,MEMBER,27,2016-02-23 00:00:00
0000000989,MC77948,2019-12-15 00:00:00,04364,GOLD,100,2020-05-02 00:00:00
0000000992,MC53138,2018-09-13 00:00:00,03971,GOLD,82,2019-08-14 00:00:00
0000000996,MC92760,2022-10-28 00:00:00,00002,SILVER,51,2023-09-09 00:00:00
0000000997,MC62631,2019-11-15 00:00:00,01893,SILVER,33,2020-02-27 00:00:00
0000000998,MC91480,2016-04-29 00:00:00,00157,GOLD,57,2016-10-02 00:00:00
0000000999,MC65046,2018-12-11 00:00:00,04424,SILVER,36,2019-05-07 00:00:00
0000001000,MC35886,2022-08-02 00:00:00,01051,GOLD,67,2023-07-21 00:00:00
0000001003,MC43975,2017-03-17 00:00:00,04126,SILVER,27,2017-10-11 00:00:00
0000001004,MC88258,2016-12-18 00:00:00,00946,MEMBER,65,2017-08-08 00:00:00
0000001005,MC89065,2018-12-19 00:00:00,00765,SILVER,35,2019-08-23 00:00:00
0000001009,MC86967,2023-11-16 00:00:00,03504,SILVER,75,2024-08-12 00:00:00
0000001010,MC61324,2018-08-09 00:00:00,04903,MEMBER,2,2019-04-30 00:00:00
0000001013,MC32387,2022-03-02 00:00:00,00824,SILVER,32,2022-08-07 00:00:00
0000001017,MC52976,2019-01-08 00:00:00,00309,SILVER,11,2019-11-12 00:00:00
0000001021,MC38275,2022-12-13 00:00:00,03769,MEMBER,78,2023-06-26 00:00:00
0000001023,MC27316,2015-01-05 00:00:00,02269,MEMBER,48,2015-05-12 00:00:00
0000001024,MC29269,2018-01-07 00:00:00,01565,MEMBER,95,2018-12-28 00:00:00
0000001027,MC29314,2017-01-12 00:00:00,02975,SILVER,21,2017-11-04 00:00:00
0000001030,MC35074,2017-01-02 00:00:00,03185,MEMBER,74,2017-12-21 00:00:00
0000001033,MC76866,2016-01-29 00:00:00,03376,MEMBER,19,2016-07-13 00:00:00
0000001034,MC98818,2015-10-24 00:00:00,03430,MEMBER,54,2016-04-18 00:00:00
0000001035,MC78848,2017-08-11 00:00:00,02250,GOLD,55,2018-04-17 00:00:00
0000001036,MC32444,2021-07-17 00:00:00,03650,SILVER,42,2022-06-08 00:00:00
0000001037,MC23451,2020-09-07 00:00:00,02912,SILVER,82,2021-01-16 00:00:00
0000001040,MC80368,2015-06-27 00:00:00,00003,SILVER,51,2015-10-01 00:00:00
0000001041,MC73586,2021-02-07 00:00:00,00391,SILVER,72,2021-06-14 00:00:00
0000001042,MC13845,2017-12-12 00:00:00,01208,MEMBER,59,2018-10-03 00:00:00
0000001044,MC82606,2016-08-10 00:00:00,01496,MEMBER,36,2017-04-29 00:00:00
0000001045,MC60140,2019-06-09 00:00:00,01378,MEMBER,91,2020-05-27 00:00:00
0000001046,MC83802,2023-01-19 00:00:00,03437,GOLD,97,2023-02-25 00:00:00
0000001047,MC55659,2021-01-05 00:00:00,00821,SILVER,66,2021-11-04 00:00:00
0000001049,MC33815,2023-02-06 00:00:00,04455,MEMBER,51,2023-09-14 00:00:00
0000001050,MC69221,2019-11-21 00:00:00,04443,GOLD,84,2020-08-04 00:00:00
0000001051,MC50282,2015-11-15 00:00:00,04204,SILVER,52,2016-03-12 00:00:00
0000001055,MC11986,2020-02-03 00:00:00,03301,MEMBER,37,2021-01-09 00:00:00
0000001056,MC26921,2015-06-27 00:00:00,02618,SILVER,84,2015-10-08 00:00:00
0000001057,MC43249,2019-08-25 00:00:00,02688,MEMBER,52,2019-12-28 00:00:00
0000001058,MC47418,2015-07-28 00:00:00,00442,GOLD,59,2015-10-29 00:00:00
0000001061,MC63220,2017-04-16 00:00:00,02495,GOLD,8,2018-03-05 00:00:00
0000001063,MC35707,2017-06-06 00:00:00,02016,GOLD,23,2018-03-02 00:00:00
0000001064,MC96426,2019-09-20 00:00:00,01069,MEMBER,85,2019-11-17 00:00:00
0000001065,MC63164,2021-12-31 00:00:00,02801,GOLD,51,2022-06-17 00:00:00
0000001070,MC54552,2021-09-17 00:00:00,03673,SILVER,77,2022-04-21 00:00:00
0000001073,MC90139,2018-05-12 00:00:00,01293,SILVER,78,2018-10-31 00:00:00
0000001074,MC86809,2019-04-13 00:00:00,02204,SILVER,42,2020-01-20 00:00:00
0000001078,MC96402,2021-12-23 00:00:00,01258,GOLD,16,2022-05-28 00:00:00
0000001079,MC50239,2021-09-24 00:00:00,04591,GOLD,60,2022-01-29 00:00:00
0000001080,MC67593,2017-11-23 00:00:00,04341,SILVER,14,2018-06-27 00:00:00
0000001082,MC42641,2015-10-12 00:00:00,03219,MEMBER,36,2016-08-16 00:00:00
0000001083,MC66775,2017-04-24 00:00:00,00868,SILVER,24,2017-06-26 00:00:00
0000001084,MC48769,2016-01-08 00:00:00,03366,MEMBER,63,2016-10-07 00:00:00
0000001088,MC22508,2022-01-11 00:00:00,00775,GOLD,41,2022-03-08 00:00:00
0000001089,MC87472,2023-10-18 00:00:00,03443,GOLD,53,2024-05-02 00:00:00
0000001090,MC94301,2016-03-12 00:00:00,01195,GOLD,76,2016-06-18 00:00:00
0000001091,MC18872,2019-02-19 00:00:00,00812,MEMBER,37,2019-04-25 00:00:00
0000001093,MC64127,2019-01-06 00:00:00,03758,SILVER,50,2019-12-24 00:00:00
0000001096,MC46210,2018-02-13 00:00:00,01651,GOLD,88,2018-11-11 00:00:00
0000001097,MC74162,2020-04-20 00:00:00,01232,GOLD,80,2020-10-16 00:00:00
0000001098,MC55515,2016-08-29 00:00:00,00611,GOLD,44,2017-08-10 00:00:00
0000001100,MC70354,2015-05-10 00:00:00,01655,GOLD,43,2016-03-05 00:00:00
0000001105,MC83151,2017-01-14 00:00:00,03146,GOLD,48,2017-06-19 00:00:00
0000001106,MC49618,2023-11-19 00:00:00,04566,SILVER,53,2024-06-21 00:00:00
0000001107,MC93846,2015-10-26 00:00:00,04193,SILVER,68,2015-12-30 00:00:00
0000001108,MC78246,2018-05-23 00:00:00,00472,GOLD,36,2018-10-23 00:00:00
0000001109,MC78915,2020-02-01 00:00:00,00075,GOLD,55,2020-07-02 00:00:00
0000001110,MC69599,2018-05-15 00:00:00,04552,MEMBER,3,2019-04-28 00:00:00
0000001113,MC49008,2017-02-18 00:00:00,03976,SILVER,47,2017-10-30 00:00:00
0000001114,MC60614,2018-01-09 00:00:00,01835,MEMBER,58,2018-05-14 00:00:00
0000001115,MC58847,2018-10-06 00:00:00,03239,SILVER,96,2018-11-27 00:00:00
0000001117,MC65398,2015-10-10 00:00:00,03288,SILVER,86,2016-03-16 00:00:00
0000001119,MC74852,2020-06-29 00:00:00,03828,MEMBER,37,2021-06-11 00:00:00
0000001120,MC60901,2017-11-01 00:00:00,03378,GOLD,34,2018-09-02 00:00:00
0000001121,MC19530,2016-05-19 00:00:00,01198,GOLD,72,2017-04-16 00:00:00
0000001124,MC13311,2019-10-21 00:00:00,01272,SILVER,9,2020-07-19 00:00:00
0000001125,MC65561,2018-02-11 00:00:00,03428,MEMBER,89,2018-05-05 00:00:00
0000001129,MC56110,2021-09-13 00:00:00,04636,GOLD,6,2022-09-07 00:00:00
0000001131,MC71497,2021-11-22 00:00:00,02400,GOLD,51,2022-02-08 00:00:00
0000001132,MC75988,2017-01-08 00:00:00,04345,MEMBER,33,2017-05-20 00:00:00
0000001134,MC23408,2015-07-20 00:00:00,00748,MEMBER,11,2016-07-05 00:00:00
0000001139,MC83587,2020-12-14 00:00:00,01579,SILVER,19,2021-11-24 00:00:00
0000001140,MC10384,2016-06-25 00:00:00,04463,GOLD,7,2017-02-21 00:00:00
0000001141,MC85898,2023-03-16 00:00:00,03405,SILVER,64,2023-09-10 00:00:00
0000001143,MC92649,2022-10-07 00:00:00,02283,MEMBER,55,2023-09-27 00:00:00
0000001146,MC98827,2021-12-22 00:00:00,03592,MEMBER,58,2022-12-07 00:00:00
0000001150,MC27083,2023-08-26 00:00:00,00427,SILVER,85,2024-05-14 00:00:00
0000001151,MC46154,2015-08-05 00:00:00,01787,GOLD,20,2015-11-29 00:00:00
0000001154,MC76090,2017-10-10 00:00:00,03958,MEMBER,28,2018-08-15 00:00:00
0000001157,MC44048,2022-11-26 00:00:00,01359,GOLD,58,2023-06-29 00:00:00
0000001159,MC87042,2020-01-12 00:00:00,01665,MEMBER,90,2020-09-13 00:00:00
0000001160,MC23309,2018-02-19 00:00:00,00534,GOLD,27,2018-12-31 00:00:00
0000001161,MC26645,2023-05-02 00:00:00,01384,SILVER,16,2023-07-30 00:00:00
0000001162,MC35759,2017-01-25 00:00:00,04903,GOLD,63,2017-11-09 00:00:00
0000001163,MC49936,2019-11-07 00:00:00,04141,SILVER,64,2020-04-03 00:00:00
0000001165,MC57857,2022-07-12 00:00:00,00224,MEMBER,65,2023-06-06 00:00:00
0000001167,MC55431,2023-10-29 00:00:00,01019,GOLD,94,2024-10-01 00:00:00
0000001168,MC96822,2022-09-06 00:00:00,04292,MEMBER,28,2022-11-09 00:00:00
0000001169,MC95790,2017-06-28 00:00:00,03568,GOLD,73,2017-08-06 00:00:00
0000001173,MC81108,2020-07-24 00:00:00,03958,GOLD,78,2021-05-22 00:00:00
0000001176,MC41457,2022-01-25 00:00:00,00196,MEMBER,88,2022-11-21 00:00:00
0000001177,MC46486,2016-04-15 00:00:00,00589,MEMBER,3,2016-08-10 00:00:00
0000001178,MC93438,2021-11-17 00:00:00,03880,SILVER,34,2022-06-07 00:00:00
0000001179,MC32086,2020-05-10 00:00:00,04363,GOLD,62,2020-09-29 00:00:00
0000001180,MC62967,2022-05-18 00:00:00,04120,SILVER,24,2022-06-20 00:00:00
0000001182,MC50310,2023-09-05 00:00:00,00774,GOLD,73,2024-07-21 00:00:00
0000001185,MC30770,2017-12-08 00:00:00,03441,GOLD,91,2018-05-16 00:00:00
0000001186,MC26639,2022-05-28 00:00:00,00388,SILVER,74,2023-04-30 00:00:00
0000001189,MC51507,2016-04-10 00:00:00,03348,GOLD,43,2016-07-06 00:00:00
